time,open,high,low,close,Volume,Close MA,Volume MA,gain,loss,avg gain,avg loss,RSI,rsi ma
2023-11-17 13:50:00,19747.75,,,19747.9,2096374,,,,,,,39.92195491751452,
2023-11-17 13:55:00,19747.05,,,19737.05,2345278,,,,,,,34.42924191801086,
2023-11-17 14:00:00,19737.4,,,19750.75,2031093,,,,,,,44.76344925989621,
2023-11-17 14:05:00,19750.65,,,19763.75,2008130,,,,,,,52.42555536574815,
2023-11-17 14:10:00,19763.6,,,19757.0,1822384,,,,,,,48.65186544738519,
2023-11-17 14:15:00,19756.7,,,19759.15,1952631,,,,,,,49.88916312555117,
2023-11-17 14:20:00,19760.75,,,19752.85,1858518,,,,,,,46.36371349785224,
2023-11-17 14:25:00,19753.25,,,19747.65,2651694,,,,,,,43.62354821621147,
2023-11-17 14:30:00,19747.6,,,19736.6,1997345,,,,,,,38.426328736631234,
2023-11-17 14:35:00,19737.2,,,19741.75,2753672,,,,,,,41.90050661358701,
2023-11-17 14:40:00,19741.3,,,19749.25,3185136,,,,,,,46.62378450154485,
2023-11-17 14:45:00,19749.45,,,19736.0,2731798,,,,,,,40.3783953289631,
2023-11-17 14:50:00,19735.55,,,19731.0,3036268,,,,,,,38.2938113934588,
2023-11-17 14:55:00,19730.5,,,19730.45,2412372,,,,,,,38.061040669100734,
2023-11-17 15:00:00,19725.9,,,19741.95,5970516,,,,,,,45.518164107592185,
2023-11-17 15:05:00,19741.6,,,19744.75,5174369,,,,,,,47.18543440851223,
2023-11-17 15:10:00,19746.15,,,19740.95,5937516,,,,,,,45.1653482525742,
2023-11-17 15:15:00,19740.5,,,19726.6,8353142,,,,,,,38.46784701305576,
2023-11-17 15:20:00,19727.8,,,19719.45,8912498,,,,,,,35.63258261694821,
2023-11-20 09:10:00,19720.45,,,19719.7,7858282,19734.010000000002,3754450.8,,,2.310545045539269,4.141557763226012,35.810728905316864,
2023-11-20 09:15:00,19731.15,,,19746.55,9577977,19733.74,4128530.95,26.849999999998545,0,4.0633632565720745,3.8457322087098684,51.37582767092348,
2023-11-20 09:20:00,19747.8,,,19721.75,4738554,19732.315000000002,4248194.75,0,24.799999999999272,3.7731230239597835,5.342465622373397,41.391984328708745,
2023-11-20 09:25:00,19721.95,,,19732.0,3420868,19732.415,4317683.5,10.25,0,4.235757093676942,4.960860935061012,46.05776906729063,
2023-11-20 09:30:00,19732.0,,,19714.8,3726022,19730.85,4403578.1,0,17.200000000000728,3.9332030155571607,5.835085153985277,40.26501826411001,
2023-11-20 09:35:00,19715.45,,,19720.1,2890086,19728.665,4456963.2,5.299999999999272,0,4.03083137158874,5.418293357272043,42.65825129048445,
2023-11-20 09:40:00,19720.65,,,19717.2,2881116,19725.910000000003,4503387.45,0,2.899999999997817,3.7429148450466876,5.238415260323884,41.674393448789225,
2023-11-20 09:45:00,19716.75,,,19716.35,3010609,19723.450000000004,4560992.0,0,0.8500000000021828,3.4755637846862095,4.924957027443762,41.37319414372086,
2023-11-20 09:50:00,19716.85,,,19709.7,2127675,19721.760000000006,4534791.05,0,6.649999999997817,3.227309228637195,5.048174382626194,38.998436589792156,
2023-11-20 09:55:00,19709.05,,,19714.0,2357521,19721.215000000004,4552799.85,4.299999999999272,0,3.303929998020201,4.687590498152894,41.342945933785145,
2023-11-20 10:00:00,19714.65,,,19704.0,2102992,19719.645,4520265.85,0,10.0,3.067934998161615,5.067048319713401,37.7128615792049,
2023-11-20 10:05:00,19703.75,,,19705.8,1624936,19715.57,4442255.85,1.7999999999992724,0,2.9773682125785905,4.70511629687673,38.75527778694711,
2023-11-20 10:10:00,19705.9,,,19714.8,2113099,19714.875,4411320.9,9.0,0,3.4075561973944057,4.369036561385535,43.818112933163455,
2023-11-20 10:15:00,19715.35,,,19733.05,2225176,19714.98,4370766.3,18.25,0,4.467730754723377,4.056962521286568,52.40928453456963,
