time,open,high,low,close,Volume,Close MA,Volume MA,gain,loss,avg gain,avg loss,RSI,rsi ma
2023-11-30 13:50:00,20111.95,,,20103.5,3794550,,,,,,,65.93279458663145,
2023-11-30 13:55:00,20104.25,,,20098.45,3370678,,,,,,,62.6058251826288,
2023-11-30 14:00:00,20099.05,,,20073.45,4587701,,,,,,,49.33408876313912,
2023-11-30 14:05:00,20074.8,,,20073.15,3824553,,,,,,,49.19930489991778,
2023-11-30 14:10:00,20072.9,,,20061.8,4411005,,,,,,,44.2712875083208,
2023-11-30 14:15:00,20061.3,,,20062.6,4195706,,,,,,,44.69180259162,
2023-11-30 14:20:00,20063.15,,,20070.3,3887386,,,,,,,48.70390744270368,
2023-11-30 14:25:00,20070.9,,,20094.75,4311228,,,,,,,58.89931613691525,
2023-11-30 14:30:00,20095.9,,,20093.3,6370401,,,,,,,58.16102739315212,
2023-11-30 14:35:00,20094.7,,,20106.35,4776102,,,,,,,62.69343026332035,
2023-11-30 14:40:00,20106.5,,,20125.4,7065182,,,,,,,68.12223809327998,
2023-11-30 14:45:00,20126.7,,,20117.4,5879871,,,,,,,63.91586753813827,
2023-11-30 14:50:00,20118.35,,,20123.6,6949881,,,,,,,65.68433636519478,
2023-11-30 14:55:00,20123.55,,,20115.95,5096022,,,,,,,61.66830078773166,
2023-11-30 15:00:00,20114.1,,,20119.2,45010578,,,,,,,62.71138318911473,
2023-11-30 15:05:00,20119.6,,,20131.7,36802309,,,,,,,66.48854168839269,
2023-11-30 15:10:00,20131.1,,,20135.2,39677318,,,,,,,67.48179098988211,
2023-11-30 15:15:00,20133.3,,,20137.95,40646494,,,,,,,68.27737025566375,
2023-11-30 15:20:00,20138.0,,,20154.15,39454756,,,,,,,72.53954771535214,
2023-12-01 09:10:00,20154.4,,,20127.2,28096750,20128.775,14910423.55,,,5.801159324665188,4.121077365352771,58.46624612877168,
2023-12-01 09:15:00,20194.1,,,20220.1,11834490,20138.245000000003,15312420.55,92.89999999999782,0,12.022505087188948,3.8267146963990015,75.85550109941936,
2023-12-01 09:20:00,20219.85,,,20220.05,6472547,20148.510000000002,15467514.0,0,0.049999999999272404,11.16375472381831,3.556949360941878,75.83709759763286,
2023-12-01 09:25:00,20219.65,,,20226.25,5971119,20158.775,15536684.9,6.200000000000728,0,10.809200814974195,3.3028815494460297,76.5953637163191,
