time,open,high,low,close,Volume,Close MA,Volume MA,gain,loss,avg gain,avg loss,RSI,rsi ma
2024-01-01 13:50:00,21756.15,,,21755.15,1338053,,,,,,,61.47278576124971,
2024-01-01 13:55:00,21754.4,,,21764.85,1462493,,,,,,,66.38261234305638,
2024-01-01 14:00:00,21763.9,,,21779.45,1911462,,,,,,,72.13802258898873,
2024-01-01 14:05:00,21778.9,,,21779.7,2023368,,,,,,,72.22570796270581,
2024-01-01 14:10:00,21780.15,,,21792.65,1875266,,,,,,,76.37359815660582,
2024-01-01 14:15:00,21792.2,,,21794.45,3009003,,,,,,,76.8902138561132,
2024-01-01 14:20:00,21794.0,,,21792.2,3336135,,,,,,,74.69166141153698,
2024-01-01 14:25:00,21791.75,,,21794.25,2135522,,,,,,,75.38232849667493,
2024-01-01 14:30:00,21794.0,,,21795.2,1796230,,,,,,,75.71310266640789,
2024-01-01 14:35:00,21794.8,,,21788.85,2078305,,,,,,,69.03590207427965,
2024-01-01 14:40:00,21788.2,,,21817.3,2433932,,,,,,,78.27868453354057,
2024-01-01 14:45:00,21816.3,,,21826.5,2181167,,,,,,,80.3240471431101,
2024-01-01 14:50:00,21827.05,,,21819.9,2318755,,,,,,,74.87685639104066,
2024-01-01 14:55:00,21820.0,,,21822.85,2230735,,,,,,,75.67102652411758,
2024-01-01 15:00:00,21823.05,,,21801.75,3857377,,,,,,,60.85364979478819,
2024-01-01 15:05:00,21803.0,,,21755.55,4108700,,,,,,,41.63131823878949,
2024-01-01 15:10:00,21754.4,,,21726.35,4426168,,,,,,,34.26436825548255,
2024-01-01 15:15:00,21725.95,,,21724.85,4045505,,,,,,,33.932188985332246,
2024-01-01 15:20:00,21725.3,,,21684.9,4823035,,,,,,,26.5497423489516,
2024-01-02 09:10:00,21684.05,,,21689.45,3684716,21766.940000000002,2753796.35,,,3.558522864372662,8.945589165693374,28.45882103276284,
2024-01-02 09:15:00,21751.35,,,21722.95,9780832,21757.505000000005,3175935.3,33.5,0,5.697199802631758,8.30661851100099,40.68318850641986,
2024-01-02 09:20:00,21722.45,,,21705.4,5182564,21745.395000000004,3361938.85,0,17.549999999999272,5.290256959586633,8.966860045929439,37.1060780208217,
2024-01-02 09:25:00,21705.9,,,21731.9,4985350,21736.595000000005,3515633.25,26.5,0,6.805238605330445,8.326370042648765,44.97366250771539,
2024-01-02 09:30:00,21730.7,,,21721.4,3746154,21726.450000000004,3601772.55,0,10.5,6.319150133521127,8.48162932531671,42.69471179605908,
2024-01-02 09:35:00,21721.3,,,21735.0,3704186,21719.775000000005,3693218.55,13.599999999998545,0,6.839210838269515,7.875798659222659,46.477787455285686,
2024-01-02 09:40:00,21734.3,,,21736.9,3153975,21717.910000000007,3700467.15,1.9000000000014552,0,6.486410064107511,7.313241612135327,47.00415790403149,
2024-01-02 09:45:00,21738.4,,,21735.85,5169559,21718.860000000008,3792138.35,0,1.0500000000029104,6.023095059528402,6.865867211268726,46.73064388725144,
2024-01-02 09:50:00,21737.15,,,21712.0,3188200,21717.575000000008,3844772.25,0,23.849999999998545,5.592873983847802,8.079019553320856,40.90782281651706,
2024-01-02 09:55:00,21711.9,,,21636.8,8960298,21712.765000000007,4202975.65,0,75.20000000000073,5.19338298500153,12.873375299512276,28.74551650725917,
2024-01-02 10:00:00,21636.05,,,21651.05,4467624,21708.925000000007,4322441.6,14.25,0,5.840284200358563,11.953848492404257,32.821404117852325,
2024-01-02 10:05:00,21651.85,,,21663.95,2795434,21703.025000000005,4340516.7,12.900000000001455,0,6.34454961461877,11.10000217151824,36.36980584196329,
2024-01-02 10:10:00,21663.65,,,21661.75,2948295,21698.660000000007,4378873.1,0,2.2000000000007276,5.891367499288857,10.46428773069556,36.02036981366763,
2024-01-02 10:15:00,21660.9,,,21657.25,2223004,21691.195000000007,4374085.55,0,4.5,5.470555535053939,10.03826717850302,35.27382855612812,
2024-01-02 10:20:00,21656.65,,,21626.0,3366691,21681.655000000006,4430883.35,0,31.25,5.079801568264372,11.55339095146709,30.540147733144764,
2024-01-02 10:25:00,21625.4,,,21608.65,5339212,21669.020000000004,4504975.1,0,17.349999999998545,4.7169585991026315,11.967434454933622,28.271682307085868,
2024-01-02 10:30:00,21609.45,,,21609.3,4839735,21656.260000000002,4541526.85,0.6499999999978172,0,4.42646155630943,11.11261770815265,28.48599637710042,
2024-01-02 10:35:00,21608.4,,,21568.6,5332304,21639.535000000003,4586833.65,0,40.70000000000073,4.110285730858757,13.226002157570369,23.70914556398266,
2024-01-02 10:40:00,21567.15,,,21590.1,6073246,21627.345000000005,4688220.7,21.5,0,5.352408178654561,12.281287717743913,30.35329751687361,
2024-01-02 10:45:00,21590.95,,,21609.85,3122179,21624.650000000005,4603177.9,19.75,0,6.380807594464949,11.404052880762205,35.87774896155575,
2024-01-02 10:50:00,21610.35,,,21613.0,4606399,21620.84500000001,4649262.05,3.150000000001455,0,6.150035623431842,10.589477674993475,36.73963223297761,
2024-01-02 10:55:00,21613.3,,,21615.95,3847931,21616.045000000006,4352617.0,2.9500000000007276,0,5.921461650329619,9.833086412493941,37.58572843039944,
2024-01-02 11:00:00,21616.3,,,21605.75,2274969,21610.445000000007,4207237.25,0,10.200000000000728,5.498500103877504,9.859294525887282,35.80266722163947,
2024-01-02 11:05:00,21607.15,,,21598.85,3014003,21604.605000000007,4108669.9,0,6.900000000001455,5.105750096457682,9.647916345466866,34.606652634825736,
