time,trade_type,indicator,ltp,target,stoploss,profit,cumulative_profit
2024-03-27 09:14:59,exit,reached stoploss,22053.95,,,-2142.500000000109,
2024-03-27 09:20:00,entry,long,22070.85,22114.9917,22048.77915,,
2024-03-27 09:34:23,exit,achieved target,22115.7,,,2242.500000000109,
2024-03-27 15:05:00,entry,short,22116.65,22072.4167,22138.766649999998,,
2024-03-27 15:20:00,exit,reached stoploss,22139.65,,,-1150.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
