time,trade_type,indicator,ltp,target,stoploss,profit,cumulative_profit
2024-02-21 09:40:00,entry,long,22232.4,22276.864800000003,22210.1676,,
2024-02-21 10:13:23,exit,reached stoploss,22210.1,,,-1115.0000000001455,
2024-02-21 13:50:00,entry,short,22161.35,22117.027299999998,22183.511349999997,,
2024-02-21 14:03:01,exit,achieved target,22116.2,,,2257.499999999891,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
