time,open,high,low,close,Volume,Close MA,Volume MA,gain,loss,avg gain,avg loss,RSI,rsi ma
2024-03-04 13:50:00,22407.25,,,22394.1,2545538,,,,,,,44.49439594218607,
2024-03-04 13:55:00,22394.4,,,22396.65,2312777,,,,,,,46.147971126520105,
2024-03-04 14:00:00,22396.95,,,22397.5,3752241,,,,,,,46.717784731331406,
2024-03-04 14:05:00,22397.2,,,22418.15,3627014,,,,,,,58.26999311406532,
2024-03-04 14:10:00,22419.55,,,22428.2,4093031,,,,,,,62.52812276925764,
2024-03-04 14:15:00,22428.5,,,22424.3,3592941,,,,,,,59.97075509979953,
2024-03-04 14:20:00,22423.7,,,22420.35,3404095,,,,,,,57.4096926201818,
2024-03-04 14:25:00,22419.5,,,22426.2,2931175,,,,,,,60.12561941658007,
2024-03-04 14:30:00,22426.75,,,22410.65,3169215,,,,,,,50.84431717536556,
2024-03-04 14:35:00,22411.15,,,22406.4,4097099,,,,,,,48.63459401831325,
2024-03-04 14:40:00,22406.75,,,22407.85,2798542,,,,,,,49.44192154915246,
2024-03-04 14:45:00,22408.65,,,22414.4,3568215,,,,,,,53.03303799731447,
2024-03-04 14:50:00,22414.3,,,22412.85,3579277,,,,,,,52.09012971797833,
2024-03-04 14:55:00,22412.7,,,22408.9,3341116,,,,,,,49.66665797003596,
2024-03-04 15:00:00,22408.15,,,22419.2,5371028,,,,,,,55.48280203707807,
2024-03-04 15:05:00,22418.95,,,22414.7,6009290,,,,,,,52.62188189157777,
2024-03-04 15:10:00,22415.2,,,22404.45,6453018,,,,,,,46.71329185711785,
2024-03-04 15:15:00,22403.8,,,22388.25,8275937,,,,,,,39.2181418719057,
2024-03-04 15:20:00,22387.95,,,22398.25,6452364,,,,,,,45.07640019190912,
2024-03-05 09:10:00,22396.95,,,22397.65,5449584,22406.65,4241174.85,,,3.102001199520003,3.8225083963135034,44.79741354371845,
2024-03-05 09:15:00,22371.25,,,22357.2,16856675,22401.585,4956731.7,0,40.45000000000073,2.8804296852685742,6.438757796576875,30.908592523542325,
2024-03-05 09:20:00,22357.8,,,22380.1,12087291,22398.155,5445457.4,22.899999999997817,0,4.3103989934635205,5.978846525392813,41.892274662551046,
2024-03-05 09:25:00,22379.15,,,22366.1,8344115,22393.48,5675051.1,0,14.0,4.0025133510732696,6.551786059293327,37.92306050311534,
2024-03-05 09:30:00,22366.45,,,22366.65,6266515,22389.254999999997,5807026.15,0.5500000000029104,0,3.755905254568244,6.083801340772375,38.17090701004004,
2024-03-05 09:35:00,22366.75,,,22367.15,5749820,22384.049999999996,5889865.6,0.5,0,3.5233405935276556,5.649244102145777,38.41164415946534,
2024-03-05 09:40:00,22367.5,,,22374.95,7528447,22380.074999999993,6086640.9,7.799999999999272,0,3.828816265418485,5.245726666278221,42.19293791695793,
2024-03-05 09:45:00,22372.55,,,22361.85,7394373,22375.814999999995,6286154.8,0,13.100000000002183,3.5553293893171647,5.806746190115647,37.975867201154976,
2024-03-05 09:50:00,22360.85,,,22365.25,8171873,22373.514999999996,6548189.7,3.400000000001455,0,3.544234432937471,5.391978605107387,39.66148096344969,
2024-03-05 09:55:00,22365.95,,,22347.15,5517837,22368.404999999995,6665620.8,0,18.099999999998545,3.2910748305847943,6.299694419028184,34.31502463389576,
2024-03-05 10:00:00,22347.05,,,22340.4,4241572,22362.679999999997,6672844.45,0,6.75,3.0559980569715948,6.331859103383314,32.552668886752244,
2024-03-05 10:05:00,22340.75,,,22326.4,4349393,22359.599999999995,6750387.0,0,14.0,2.837712481473624,6.879583453141649,29.2026969289371,
2024-03-05 10:10:00,22324.7,,,22333.15,3596419,22354.90499999999,6751797.2,6.75,0,3.1171615899397938,6.388184635060102,32.79377222200897,
2024-03-05 10:15:00,22332.25,,,22311.3,3156843,22349.424999999992,6730675.5,0,21.850000000002183,2.89450719065838,7.492600018270251,27.866345580512515,
2024-03-05 10:20:00,22310.8,,,22293.5,4428903,22342.109999999993,6785064.85,0,17.799999999999272,2.6877566770399244,8.228842874108038,24.62082321923485,
2024-03-05 10:25:00,22293.95,,,22300.4,2942125,22335.43499999999,6663619.7,6.900000000001455,0,2.9886312001086055,7.64106838310032,28.11585761868153,
2024-03-05 10:30:00,22300.65,,,22288.6,2592339,22326.799999999992,6492772.15,0,11.80000000000291,2.775157542957991,7.938134927164791,25.90387176208759,
2024-03-05 10:35:00,22288.7,,,22301.8,3045806,22320.79499999999,6322411.55,13.200000000000728,0,3.5197891470324723,7.371125289510163,32.31858231502041,
2024-03-05 10:40:00,22302.15,,,22306.8,2148214,22314.94999999999,6016025.4,5.0,0,3.62551849367301,6.844616340259437,34.62723786443648,
2024-03-05 10:45:00,22307.5,,,22299.3,3172053,22310.164999999986,5852009.85,0,7.5,3.3665528869820807,6.891429458812334,32.81886021535517,
2024-03-05 10:50:00,22299.8,,,22300.35,3915907,22306.159999999985,5775326.0,1.0499999999992724,0,3.2010848236261658,6.399184497468596,33.34369814597173,
