time,trade_type,indicator,ltp,target,stoploss,profit,cumulative_profit
2023-12-13 11:35:00,entry,short,20792.6,20751.014799999997,20813.392599999996,,
2023-12-13 12:58:42,exit,reached stoploss,20813.75,,,-1057.5000000000728,
2023-12-13 13:40:00,entry,long,20860.45,20902.1709,20839.58955,,
2023-12-13 13:55:00,reset tgt/sl,long,20881.2,20922.9624,20860.3188,,
2023-12-13 14:41:49,exit,reached stoploss,20859.9,,,-27.49999999996362,
2023-12-13 15:05:00,entry,long,20916.8,20958.6336,20895.8832,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
