time, trade_type, indicator, ltp, target, stoploss, profit, cumulative_profit
2023-10-20 20:03:54, exit, achieved target, 19542.65,  ,  , 3769.999999999891, 507.49999999989086
2023-10-20 20:03:54, exit, achieved target, 19542.65,  ,  , 3769.999999999891, 507.49999999989086
2023-10-20 20:03:54, exit, achieved target, 19542.65,  ,  , 3769.999999999891, 507.49999999989086
2023-10-20 20:03:54, exit, achieved target, 19542.65,  ,  , 3769.999999999891, 507.49999999989086
