NIFTY2411121400CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2411121800PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2411121800PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2411821500CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2411821500CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2411821900PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2411821900PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2411821800PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2411821800PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2411821800PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2411821800PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2411821900PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2411821900PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2411821800PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2411821800PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2411821500CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2411821500CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2411821900PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2411821900PE quantity:50 NFO SELL regular NRML MARKET
NIFTY24JAN21600CE quantity:50 NFO BUY regular NRML MARKET
NIFTY24JAN21600CE quantity:50 NFO SELL regular NRML MARKET
NIFTY24JAN21700CE quantity:50 NFO BUY regular NRML MARKET
NIFTY24JAN21700CE quantity:50 NFO SELL regular NRML MARKET
NIFTY24JAN22200PE quantity:50 NFO BUY regular NRML MARKET
NIFTY24JAN22200PE quantity:50 NFO SELL regular NRML MARKET
NIFTY24JAN21900PE quantity:50 NFO BUY regular NRML MARKET
NIFTY24JAN21900PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2420121400CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2420121400CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2420121400CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2420121400CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2420121500CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2420121500CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2420121600PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2420121600PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2420121500PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2420121500PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2420121400PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2420121400PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2420821500CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2420821500CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2420821600CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2420821600CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2420821900PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2420821900PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2420821900PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2420821900PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2421521700CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2421521700CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2421521700CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2421521700CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2421522000PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2421522000PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2421522000PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2421522000PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2421521900PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2421521900PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2422221600CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2422221600CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2422221900PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2422221900PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2422221500CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2422221500CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2422221700CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2422221700CE quantity:50 NFO SELL regular NRML MARKET
NIFTY24FEB22300PE quantity:50 NFO BUY regular NRML MARKET
NIFTY24FEB22300PE quantity:50 NFO SELL regular NRML MARKET
NIFTY24FEB22300PE quantity:50 NFO BUY regular NRML MARKET
NIFTY24FEB22300PE quantity:50 NFO SELL regular NRML MARKET
NIFTY24FEB22000CE quantity:50 NFO BUY regular NRML MARKET
NIFTY24FEB22000CE quantity:50 NFO SELL regular NRML MARKET
NIFTY24FEB22400PE quantity:50 NFO BUY regular NRML MARKET
NIFTY24FEB22400PE quantity:50 NFO SELL regular NRML MARKET
NIFTY24FEB22300PE quantity:50 NFO BUY regular NRML MARKET
NIFTY24FEB22300PE quantity:50 NFO SELL regular NRML MARKET
NIFTY24FEB21900CE quantity:50 NFO BUY regular NRML MARKET
NIFTY24FEB21900CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2430722300PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2430722300PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2430722000CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2430722000CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2430722200PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2430722200PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2431422000CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2431422000CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2431422200CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2431422200CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2431422600PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2431422600PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2431422100CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2431422100CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2431422600PE quantity:50 NFO BUY regular NRML MARKET
