time, open, close, Close MA, Volume, Volume MA, RSI
2023-10-18T15:25:00+05:30, 19664.8, 19668.45, 19678.265, 6594705, 3697405.3, 32.54492792
2023-10-19 09:15:00, 19545.2, 19538.7, 19663.735, 14559761, 4352805.0, 11.21737680948668
2023-10-19 09:20:00, 19539.0, 19549.5, 19649.605000000003, 6977157, 4582951.45, 16.1433951516307
2023-10-19 09:25:00, 19550.1, 19553.5, 19635.765000000007, 5415861, 4747320.65, 17.95899420329968
2023-10-19 09:30:00, 19553.7, 19535.15, 19620.860000000008, 6081102, 4943614.4, 16.22362699876018
2023-10-19 09:35:00, 19535.4, 19530.4, 19605.19500000001, 5554428, 5131085.0, 15.798072007242794
2023-10-19 09:40:00, 19531.05, 19542.6, 19592.21500000001, 3990082, 5232670.15, 21.493963317146168
2023-10-19 09:45:00, 19541.6, 19546.1, 19579.620000000014, 3715477, 5331526.95, 23.1010995223087
2023-10-19 09:50:00, 19545.35, 19572.8, 19570.170000000013, 4332207, 5453446.4, 34.17211448093812
2023-10-19 09:55:00, 19571.15, 19588.7, 19562.590000000015, 3878534, 5532731.05, 39.73620669043146
2023-10-19 10:00:00, 19589.05, 19584.9, 19554.23500000001, 3657084, 5550386.75, 38.890158154268434
2023-10-19 10:05:00, 19584.7, 19582.25, 19558.59000000001, 3119977, 5603853.35, 38.27808124915365
2023-10-19 10:10:00, 19583.5, 19575.4, 19561.18000000001, 3012923, 5644447.0, 36.67142328663668
2023-10-19 10:15:00, 19574.8, 19566.35, 19562.46500000001, 3601980, 5717814.75, 34.604840472883296
2023-10-19 10:20:00, 19566.6, 19584.85, 19567.435000000012, 3654569, 5774556.45, 41.82237496585411
2023-10-19 10:25:00, 19585.3, 19584.95, 19572.890000000014, 2322042, 5490338.2, 41.85972863553341
2023-10-19 10:30:00, 19584.2, 19571.75, 19575.805000000015, 2041982, 5266332.25, 38.35866958228772
2023-10-19 10:35:00, 19571.45, 19558.75, 19577.070000000014, 1821722, 5005035.3, 35.233240028174635
2023-10-19 10:40:00, 19558.0, 19563.75, 19576.165000000015, 2125309, 4720997.2, 37.34767675654291
2023-10-19 10:45:00, 19563.6, 19570.4, 19574.335000000014, 2179844, 4431837.3, 40.14645644946632
2023-10-19 10:50:00, 19568.9, 19566.6, 19572.505000000016, 2113587, 4207781.4, 39.07234909212847
2023-10-19 10:55:00, 19565.95, 19559.8, 19570.260000000017, 2059210, 3582753.85, 37.156567231002185
2023-10-19 11:00:00, 19559.05, 19567.15, 19569.435000000016, 2528645, 3360328.25, 40.54964709015549
2023-10-19 11:05:00, 19567.1, 19573.1, 19570.110000000015, 2977806, 3238425.5, 43.22220434951073
2023-10-19 11:10:00, 19572.95, 19574.85, 19569.110000000015, 1948352, 3031788.0, 44.01931128013967
2023-10-19 11:15:00, 19574.2, 19580.1, 19568.625000000015, 2030536, 2855593.4, 46.44825591421435
2023-10-19 11:20:00, 19580.05, 19580.8, 19569.530000000013, 1725497, 2742364.15, 46.77982884282667
2023-10-19 11:25:00, 19581.25, 19640.85, 19577.740000000013, 4269294, 2770055.0, 66.14518661458574
2023-10-19 11:30:00, 19640.9, 19645.85, 19585.950000000015, 3168561, 2711872.7, 67.21490003920988
