time, open, close, Close MA, Volume, Volume MA, RSI
2023-10-19T15:25:00+05:30, 19612.9, 19611.9, 19631.305, 4222447, 3339897.8, 32.07970307
2023-10-20 09:15:00, 19542.15, 19562.35, 19623.125, 9389520, 3698206.5, 18.692681276855325
2023-10-20 09:20:00, 19562.9, 19583.9, 19617.285, 5434379, 3870560.5, 31.986174857451402
2023-10-20 09:25:00, 19582.4, 19576.7, 19610.405000000002, 4079466, 3921500.8, 30.20905571055451
2023-10-20 09:30:00, 19577.05, 19566.45, 19602.920000000006, 4271676, 3967291.2, 27.837866354365758
2023-10-20 09:35:00, 19566.45, 19573.35, 19596.195000000007, 2723369, 3978687.65, 31.723063170711484
2023-10-20 09:40:00, 19574.65, 19561.95, 19588.84500000001, 2899284, 4013404.75, 28.949808239843023
2023-10-20 09:45:00, 19562.2, 19578.4, 19584.475000000006, 2635914, 4030728.65, 37.447570800775395
2023-10-20 09:50:00, 19579.75, 19570.65, 19579.830000000005, 2379438, 4015757.45, 35.305182062508166
2023-10-20 09:55:00, 19570.2, 19551.75, 19573.740000000005, 3501679, 4028303.45, 30.693440300389398
2023-10-20 10:00:00, 19551.45, 19579.3, 19570.480000000003, 2741598, 4025532.8, 42.486822421466215
2023-10-20 10:05:00, 19578.35, 19574.3, 19571.675000000003, 2140157, 3978486.2, 41.11927449027409
2023-10-20 10:10:00, 19572.1, 19570.6, 19570.345000000005, 2180897, 3955464.6, 40.09090180260509
2023-10-20 10:15:00, 19572.35, 19559.05, 19568.58, 2296431, 3914811.45, 36.98164720489721
2023-10-20 10:20:00, 19559.15, 19554.15, 19567.35, 2898630, 3946954.0, 35.716114295783285
2023-10-20 10:25:00, 19553.55, 19558.25, 19565.84, 2178185, 3817160.25, 37.63908269248624
2023-10-20 10:30:00, 19558.3, 19554.6, 19565.105, 2321949, 3690617.85, 36.589726614643745
2023-10-20 10:35:00, 19553.1, 19557.05, 19562.969999999998, 1354541, 3553336.75, 37.84239474639314
2023-10-20 10:40:00, 19556.5, 19554.25, 19561.329999999998, 2159030, 3362933.3, 36.944141869041786
2023-10-20 10:45:00, 19553.95, 19566.55, 19562.809999999998, 1708141, 3175836.55, 43.3100167375155
2023-10-20 10:50:00, 19566.4, 19555.15, 19560.394999999997, 1471610, 3038294.7, 39.34531843361638
2023-10-20 10:55:00, 19554.7, 19549.15, 19557.879999999997, 1401817, 2638909.55, 37.4045347470192
2023-10-20 11:00:00, 19549.15, 19553.0, 19556.12, 1802920, 2457336.6, 39.46784421985568
2023-10-20 11:05:00, 19553.1, 19558.35, 19556.05, 1705787, 2338652.65, 42.31344418154236
2023-10-20 11:10:00, 19558.25, 19567.25, 19557.36, 1610464, 2205592.05, 46.79435524020347
2023-10-20 11:15:00, 19567.65, 19572.9, 19558.825, 1671197, 2152983.45, 49.47735666207523
2023-10-20 11:20:00, 19573.1, 19564.75, 19559.84, 1241767, 2070107.6, 45.88309460658243
2023-10-20 11:25:00, 19564.5, 19560.4, 19560.175, 1932573, 2034940.55, 44.04399079873539
2023-10-20 11:30:00, 19560.2, 19554.25, 19560.175, 1750913, 2003514.3, 41.51070497164183
2023-10-20 11:35:00, 19555.05, 19557.25, 19559.245000000003, 1411680, 1899014.35, 43.226149589262626
2023-10-20 11:40:00, 19557.5, 19541.7, 19557.9, 2437871, 1883828.0, 37.14489395960648
2023-10-20 11:45:00, 19542.15, 19537.35, 19556.72, 2693017, 1911471.0, 35.63459780712479
2023-10-20 11:50:00, 19537.55, 19543.2, 19555.74, 2700356, 1937443.95, 39.21405722161311
2023-10-20 11:55:00, 19542.0, 19539.2, 19553.825000000004, 2511102, 1948177.5, 37.67141335019321
2023-10-20 12:00:00, 19539.35, 19532.1, 19550.310000000005, 2065787, 1906535.35, 35.03671826312231
2023-10-20 12:05:00, 19532.1, 19538.0, 19546.820000000003, 1554205, 1875336.35, 38.86319877320033
2023-10-20 12:10:00, 19538.4, 19546.95, 19545.040000000005, 1937730, 1856125.4, 44.22968877737238
2023-10-20 12:15:00, 19546.75, 19552.85, 19544.285000000007, 1961480, 1886472.35, 47.501215845410385
2023-10-20 12:20:00, 19553.15, 19552.65, 19544.125000000007, 2099885, 1883515.1, 47.39971122461902
2023-10-20 12:25:00, 19552.7, 19546.1, 19543.010000000006, 1738746, 1885045.35, 44.07773624878443
2023-10-20 12:30:00, 19546.2, 19544.8, 19543.320000000003, 1987279, 1910828.8, 43.42720335856122
2023-10-20 12:35:00, 19544.65, 19529.05, 19542.49, 1991565, 1940316.2, 36.41503143635526
2023-10-20 12:40:00, 19528.6, 19532.95, 19541.465000000004, 2361148, 1968227.6, 39.03988571334602
2023-10-20 12:45:00, 19533.35, 19532.4, 19540.785, 4573422, 2111609.35, 38.796649783687045
2023-10-20 12:50:00, 19532.55, 19539.5, 19541.525, 2104622, 2136317.25, 43.67528695100934
2023-10-20 12:55:00, 19539.75, 19531.0, 19540.825, 1645280, 2135021.4, 39.60505460604862
2023-10-20 13:00:00, 19529.9, 19536.05, 19539.734999999997, 1925569, 2169211.5, 43.003562487639414
2023-10-20 13:05:00, 19536.5, 19536.65, 19538.114999999998, 2098320, 2177498.85, 43.41100302914566
2023-10-20 13:10:00, 19537.25, 19533.6, 19536.21, 1923805, 2186143.45, 41.77615181599835
2023-10-20 13:15:00, 19533.1, 19563.6, 19537.96, 2205147, 2225816.8, 58.37939423577984
2023-10-20 13:20:00, 19563.75, 19556.5, 19539.129999999997, 1831113, 2195478.9, 54.42387720643528
2023-10-20 13:25:00, 19557.15, 19554.8, 19541.704999999998, 1529392, 2137297.65, 53.48936205172219
2023-10-20 13:30:00, 19555.2, 19542.0, 19542.609999999997, 2319563, 2118258.0, 46.95207715164262
2023-10-20 13:35:00, 19540.95, 19541.95, 19543.565, 2255398, 2105472.8, 46.92794998660889
2023-10-20 13:40:00, 19541.75, 19542.95, 19543.91, 1665704, 2085468.65, 47.50891729459077
2023-10-20 13:45:00, 19543.1, 19532.75, 19544.085, 1669734, 2091245.1, 42.40936074093121
2023-10-20 13:50:00, 19532.65, 19543.8, 19544.859999999997, 1322652, 2060491.2, 48.81872782302388
2023-10-20 13:55:00, 19544.25, 19543.25, 19545.519999999997, 1221216, 2023478.0, 48.52922573294958
2023-10-20 14:00:00, 19543.4, 19545.65, 19546.724999999995, 1424995, 1989733.5, 49.92470065226264
2023-10-20 14:05:00, 19545.05, 19545.45, 19544.909999999996, 1790371, 1992314.75, 49.803522359176505
2023-10-20 14:10:00, 19546.85, 19541.05, 19543.364999999998, 1507641, 1968332.85, 47.09524118565
2023-10-20 14:15:00, 19540.85, 19548.7, 19542.754999999997, 1640326, 1950770.9, 51.98414813769109
2023-10-20 14:20:00, 19547.85, 19547.8, 19543.335, 1483159, 1906871.45, 51.382561007166466
2023-10-20 14:25:00, 19547.3, 19539.45, 19543.085, 1451403, 1750770.5, 46.05714798073221
2023-10-20 14:30:00, 19540.25, 19541.45, 19542.934999999998, 1686470, 1729862.9, 47.46171241338167
2023-10-20 14:35:00, 19541.55, 19538.9, 19543.549999999996, 3237293, 1809463.55, 45.82342469936148
2023-10-20 14:40:00, 19539.95, 19542.9, 19543.459999999995, 2416146, 1833992.4, 48.808459924915134
2023-10-20 14:45:00, 19542.4, 19545.95, 19543.729999999996, 2702210, 1864186.9, 51.02432285932842
2023-10-20 14:50:00, 19545.9, 19544.65, 19543.629999999997, 3076228, 1921808.05, 50.030278389702886
2023-10-20 14:55:00, 19544.45, 19538.05, 19542.889999999996, 3239286, 1973515.0, 45.2142487666083
2023-10-20 15:00:00, 19538.25, 19542.1, 19542.995, 5110476, 2137483.15, 48.49094075431773
2023-10-20 15:05:00, 19541.7, 19549.45, 19543.07, 5300775, 2326052.3, 53.88179280957866
2023-10-20 15:10:00, 19549.7, 19546.4, 19542.93, 5676102, 2493879.25, 51.474318908009195
2023-10-20 15:15:00, 19546.45, 19531.25, 19542.109999999997, 7857373, 2773978.0, 41.54469864503032
2023-10-20 15:20:00, 19532.65, 19539.55, 19541.919999999995, 8376648, 3109525.2, 47.517853368460514
2023-10-20 15:25:00, 19539.1, 19541.75, 19542.204999999994, 5914661, 3321771.55, 49.005275976696325
2023-10-20 15:30:00, 19541.45, 19542.65, 19542.179999999993, 5262, 3255902.05, 49.63414973096081
2023-10-20 15:35:00, 19542.65, 19542.65, 19541.84999999999, 0, 3194841.25, 49.63414973096081
2023-10-20 15:40:00, 19542.65, 19542.65, 19541.64999999999, 25483, 3124865.65, 49.63414973096081
2023-10-19T15:25:00+05:30, 19612.9, 19611.9, 19631.305, 4222447, 3339897.8, 32.07970307
2023-10-19T15:25:00+05:30, 19612.9, 19611.9, 19631.305, 4222447, 3339897.8, 32.07970307
2023-10-19T15:25:00+05:30, 19612.9, 19611.9, 19631.305, 4222447, 3339897.8, 32.07970307
2023-10-19T15:25:00+05:30, 19612.9, 19611.9, 19631.305, 4222447, 3339897.8, 32.07970307
2023-10-19T15:25:00+05:30, 19612.9, 19611.9, 19631.305, 4222447, 3339897.8, 32.07970307
