time,open,high,low,close,Volume,Volume MA,RSI
2023-11-10T10:25:00+05:30,19360.3,19360.6,19355.25,19356.4,969085,3137379.7,41.75487087
2023-11-10T10:30:00+05:30,19356.95,19367.6,19351.4,19367.2,1485177,2978388.4,48.83264531
2023-11-10T10:35:00+05:30,19367.75,19380.8,19365.3,19373.9,1579580,2838081.2,52.67472184
2023-11-10T10:40:00+05:30,19374.2,19377.85,19369.4,19372.4,1415483,2574537.5,51.73805683
2023-11-10T10:45:00+05:30,19371.85,19384.85,19371.15,19380.05,1523457,2338630.45,56.03215607
2023-11-10T10:50:00+05:30,19379.8,19384.15,19375.05,19375.7,981251,2139965.7,53.13696947
2023-11-10T10:55:00+05:30,19376.0,19378.6,19367.95,19369.05,1410129,1868513.75,48.97118398
2023-11-10T11:00:00+05:30,19369.6,19370.25,19359.05,19359.5,2895623,1850400.5,43.67569189
2023-11-10T11:05:00+05:30,19358.65,19364.3,19353.9,19357.55,1120280,1775261.75,42.66127727
2023-11-10T11:10:00+05:30,19357.75,19361.95,19354.2,19359.95,1164042,1666446.45,44.37372375
2023-11-10T11:15:00+05:30,19359.85,19362.95,19356.8,19358.6,1513425,1659740.65,43.58519917
2023-11-10T11:20:00+05:30,19357.15,19370.8,19357.15,19369.7,1592373,1628242.95,51.25514104
2023-11-10T11:25:00+05:30,19368.6,19374.6,19365.35,19373.95,1402477,1558205.55,53.84269881
2023-11-10T11:30:00+05:30,19373.05,19375.2,19360.7,19372.15,2394208,1605616.45,52.5698803
2023-11-10T11:35:00+05:30,19371.45,19379.65,19371.45,19379.15,1201923,1551907.35,56.84260673
2023-11-10T11:40:00+05:30,19378.35,19379.85,19372.2,19376.55,1229980,1533172.85,54.86558751
2023-11-10T11:45:00+05:30,19375.75,19377.3,19371.1,19375.2,1596587,1473393.2,53.81890051
2023-11-10T11:50:00+05:30,19375.05,19377.6,19371.7,19375.55,1377242,1472998.3,54.06357738
2023-11-10T11:55:00+05:30,19376.05,19377.5,19372.2,19373.15,1233776,1457251.6,52.02797269
2023-11-10T12:00:00+05:30,19373.45,19383.65,19372.7,19379.95,1628435,1485726.65,56.97140083
2023-11-10T12:05:00+05:30,19379.8,19385.85,19378.9,19384.75,1401261,1507335.45,60.0971964
2023-11-10T12:10:00+05:30,19384.5,19391.2,19383.05,19385.05,2158854,1541019.3,60.29135344
2023-11-10T12:15:00+05:30,19386.0,19387.35,19379.75,19385.1,1433099,1533695.25,60.32600232
2023-11-10T12:20:00+05:30,19384.65,19385.35,19377.65,19379.4,1586741,1542258.15,54.48884755
2023-11-10T12:25:00+05:30,19379.45,19380.6,19376.1,19378.9,1059180,1519044.3,53.99529612
2023-11-10T12:30:00+05:30,19378.1,19389.2,19378.1,19383.05,1704387,1555201.1,57.44100761
2023-11-10T12:35:00+05:30,19382.25,19394.6,19382.0,19388.8,1566860,1563037.65,61.71921592
2023-11-10T12:40:00+05:30,19387.95,19396.85,19387.7,19396.7,1336045,1485058.75,66.67571828
2023-11-10T12:45:00+05:30,19396.45,19408.55,19394.6,19404.8,2233999,1540744.7,70.84406703
2023-11-10T12:50:00+05:30,19404.0,19411.15,19401.95,19408.6,1423794,1553732.3,72.57707397
2023-11-10T12:55:00+05:30,19407.8,19409.2,19397.8,19398.25,1266589,1541390.5,61.80206199
2023-11-10T13:00:00+05:30,19398.15,19407.55,19395.9,19402.6,2180634,1570803.55,64.20723928
2023-11-10T13:05:00+05:30,19402.3,19404.5,19398.85,19403.5,1390512,1570205.3,64.70244959
2023-11-10T13:10:00+05:30,19402.5,19404.5,19390.8,19391.5,1682576,1534623.7,53.97883066
2023-11-10T13:15:00+05:30,19390.6,19407.8,19390.6,19406.8,1733815,1561218.3,62.51035839
2023-11-10T13:20:00+05:30,19404.85,19408.8,19399.55,19401.25,1714263,1585432.45,58.28909269
2023-11-10T13:25:00+05:30,19400.35,19403.45,19394.15,19398.3,1520956,1581650.9,56.11978857
2023-11-10T13:30:00+05:30,19398.7,19408.7,19397.85,19402.0,1653912,1595484.4,58.22001361
2023-11-10T13:35:00+05:30,19401.85,19411.3,19399.7,19410.85,1657280,1616659.6,62.80565666
2023-11-10T13:40:00+05:30,19410.6,19413.95,19406.45,19408.95,1774695,1623972.6,61.25132933
2023-11-10T13:45:00+05:30,19408.6,19410.35,19404.9,19404.9,1451134,1626466.25,57.95865966
2023-11-10T13:50:00+05:30,19404.7,19406.65,19396.55,19399.9,1467691,1591908.1,54.0925866
2023-11-10T13:55:00+05:30,19399.7,19401.15,19385.25,19391.45,1722278,1606367.05,48.23660329
2023-11-10T14:00:00+05:30,19391.05,19394.5,19386.35,19390.9,1538495,1603954.75,47.87331927
2023-11-10T14:05:00+05:30,19390.2,19396.55,19386.75,19393.1,1580596,1630025.55,49.5112987
2023-11-10T14:10:00+05:30,19392.95,19395.05,19387.5,19391.75,1527708,1621191.6,48.5040831
2023-11-10T14:15:00+05:30,19391.5,19393.3,19375.75,19383.95,1898299,1637763.55,43.05428937
2023-11-10T14:20:00+05:30,19385.7,19387.95,19375.85,19378.15,3051874,1723555.0,39.50026914
2023-11-10T14:25:00+05:30,19377.95,19378.5,19367.05,19374.8,2872891,1755499.6,37.57114829
2023-11-10T14:30:00+05:30,19375.2,19375.2,19363.3,19374.9,2120386,1790329.2,37.66900786
2023-11-10T14:35:00+05:30,19373.85,19388.0,19369.9,19385.4,3233254,1888662.45,47.05383799
2023-11-10T14:40:00+05:30,19384.55,19385.9,19375.25,19378.05,1923249,1875793.2,42.25750873
2023-11-10T14:45:00+05:30,19377.2,19384.1,19375.75,19377.35,2339808,1923258.0,41.82029238
2023-11-10T14:50:00+05:30,19375.45,19394.35,19375.45,19383.0,2245064,1951382.4,46.62092662
2023-11-10T14:55:00+05:30,19382.4,19399.75,19381.9,19399.05,2768407,2003112.0,57.37954371
2023-11-10T15:00:00+05:30,19397.25,19423.9,19397.25,19415.15,3908353,2112816.5,65.00011543
2023-11-10T15:05:00+05:30,19413.95,19421.95,19406.9,19409.35,3339406,2203739.0,60.78370001
2023-11-10T15:10:00+05:30,19408.35,19425.85,19408.35,19425.4,3257864,2283936.6,67.13661798
2023-11-10T15:15:00+05:30,19426.2,19431.3,19421.2,19428.5,4201295,2411137.35,68.20788418
2023-11-10T15:20:00+05:30,19428.75,19442.3,19427.6,19439.05,4899199,2567362.55,71.60075547
2023-11-10T15:25:00+05:30,19439.1,19451.3,19437.75,19443.45,3767917,2683201.7,72.89974666
2023-11-12T18:15:00+05:30,19534.0,19543.85,19510.25,19522.9,7471222,2983378.25,85.65712661
2023-11-12T18:20:00+05:30,19523.4,19538.15,19523.0,19534.6,4175267,3106027.7,86.65352146
2023-11-12T18:25:00+05:30,19535.05,19544.6,19529.9,19540.55,4446347,3251420.3,87.14269292
2023-11-12T18:30:00+05:30,19539.4,19541.45,19527.95,19533.5,3375258,3341153.4,83.24926907
2023-11-12T18:35:00+05:30,19533.3,19534.5,19522.2,19533.05,2992502,3414393.1,82.99437633
2023-11-12T18:40:00+05:30,19534.25,19537.1,19532.75,19536.1,2023864,3420671.35,83.36611918
2023-11-12T18:45:00+05:30,19536.85,19536.95,19529.75,19531.15,2180267,3377091.0,80.29818643
2023-11-12T18:50:00+05:30,19529.8,19531.5,19525.25,19529.95,2031682,3335030.55,79.53405144
2023-11-12T18:55:00+05:30,19531.05,19531.55,19523.5,19528.45,1712598,3314641.15,78.52808371
2023-11-12T19:00:00+05:30,19529.5,19530.2,19522.25,19527.75,2446170,3275286.95,78.0320679
2023-11-12T19:05:00+05:30,19527.5,19527.7,19510.95,19521.75,1988337,3278541.35,73.73303727
2023-11-12T19:10:00+05:30,19521.6,19526.7,19520.3,19522.3,1480968,3235599.35,73.87512213
2023-11-12T19:15:00+05:30,19523.5,19525.55,19523.5,19525.55,7369,3123714.6,74.74448201
2023-11-13T09:15:00+05:30,19491.8,19494.4,19450.1,19458.7,8114310,3391009.75,43.02740269
2023-11-13T09:20:00+05:30,19458.5,19458.85,19442.75,19449.2,4975647,3444374.45,40.4035443
2023-11-13T09:25:00+05:30,19448.95,19459.8,19446.5,19448.65,3327643,3443786.3,40.25050942
2023-11-13T09:30:00+05:30,19448.9,19453.2,19440.9,19452.95,2745705,3418178.35,42.09706331
2023-11-13T09:35:00+05:30,19452.65,19452.65,19446.9,19449.2,2262944,3321260.8,40.90965232
2023-11-13T09:40:00+05:30,19448.9,19456.35,19441.8,19444.85,2093676,3180984.65,39.51720692
2023-11-13T09:45:00+05:30,19444.6,19461.3,19444.1,19457.35,3150263,3150101.95,45.28085109
2023-11-13T09:50:00+05:30,19458.2,19461.55,19448.2,19455.05,4304032,2991742.45,44.44166524
2023-11-13T09:55:00+05:30,19455.1,19465.85,19449.8,19463.1,2907041,2928331.15,48.06927597
2023-11-13T10:00:00+05:30,19462.7,19477.9,19462.7,19477.1,2904609,2851244.25,53.72786129
2023-11-13T10:05:00+05:30,19476.4,19479.15,19465.35,19473.0,1862026,2775582.65,51.94281502
2023-11-13T10:10:00+05:30,19473.1,19473.35,19467.9,19469.45,1875213,2719718.2,50.38198929
2023-11-13T10:15:00+05:30,19469.7,19476.55,19439.15,19441.45,3947045,2815877.25,40.13743797
2023-11-13T10:20:00+05:30,19441.8,19441.8,19422.45,19424.0,2749301,2844328.95,35.31761505
2023-11-13T10:25:00+05:30,19423.7,19430.3,19422.15,19427.45,1856396,2835564.65,36.93015885
2023-11-13T10:30:00+05:30,19427.4,19428.4,19414.75,19426.1,2174527,2858661.1,36.5462154
2023-11-13T10:35:00+05:30,19425.95,19427.35,19417.75,19423.3,1615255,2817115.35,35.71680844
2023-11-13T10:40:00+05:30,19423.0,19425.45,19418.9,19423.75,2413158,2838356.4,35.96832079
2023-11-13T10:45:00+05:30,19423.8,19427.6,19419.75,19424.4,3408316,2934723.8,36.35567396
2023-11-13T10:50:00+05:30,19425.05,19431.9,19423.65,19424.55,2250821,3046896.4,36.45121326
2023-11-13T10:55:00+05:30,19425.0,19429.05,19421.4,19427.45,2419255,2762143.65,38.37720832
2023-11-13T11:00:00+05:30,19427.4,19430.1,19419.2,19421.15,2902854,2658504.0,35.83624915
2023-11-13T11:05:00+05:30,19420.85,19426.1,19420.1,19424.25,3572013,2670722.5,38.01117057
2023-11-13T11:10:00+05:30,19423.9,19425.6,19419.75,19421.7,3635004,2715187.45,36.90306922
2023-11-13T11:15:00+05:30,19420.8,19438.4,19420.0,19436.7,2824268,2743253.65,46.738959
2023-11-13T11:20:00+05:30,19437.3,19442.4,19434.65,19436.55,3087136,2792926.65,46.66062674
2023-11-13T11:25:00+05:30,19436.5,19441.8,19432.1,19439.75,2555452,2763186.1,48.63825565
2023-11-13T11:30:00+05:30,19439.5,19453.95,19439.5,19449.1,2738741,2684921.55,54.00436844
2023-11-13T11:35:00+05:30,19449.25,19454.25,19446.8,19446.8,2314613,2655300.15,52.54993737
2023-11-13T11:40:00+05:30,19447.15,19448.7,19443.8,19446.45,2818913,2651015.35,52.31902416
2023-11-13T11:45:00+05:30,19447.05,19447.05,19436.85,19438.4,1993342,2657581.15,47.18355896
2023-11-13T11:50:00+05:30,19438.45,19445.25,19435.65,19437.15,2378914,2682766.2,46.42158706
2023-11-13T11:55:00+05:30,19435.95,19439.9,19433.25,19437.95,1983805,2584604.2,47.01137457
2023-11-13T12:00:00+05:30,19438.7,19440.25,19432.45,19435.15,1240770,2509177.65,45.1385129
2023-11-13T12:05:00+05:30,19435.2,19439.9,19431.15,19435.8,3063412,2569528.45,45.67952419
2023-11-13T12:10:00+05:30,19435.45,19439.1,19432.55,19437.55,1141390,2517871.6,47.18949464
2023-11-13T12:15:00+05:30,19437.5,19439.5,19435.6,19438.3,1040837,2489150.7,47.85844936
2023-11-13T12:20:00+05:30,19437.55,19439.25,19430.55,19434.5,1627620,2449873.8,44.76447366
2023-11-13T12:25:00+05:30,19434.6,19446.4,19434.3,19443.95,1465137,2352714.85,52.91640937
2023-11-13T12:30:00+05:30,19443.8,19450.15,19440.5,19442.15,1669448,2323646.2,51.36149914
2023-11-13T12:35:00+05:30,19442.25,19446.8,19438.75,19439.35,1115791,2258473.0,48.95184756
2023-11-13T12:40:00+05:30,19439.1,19444.8,19437.15,19442.55,1743309,2200495.75,51.73856795
2023-11-13T12:45:00+05:30,19443.05,19447.35,19442.35,19445.95,1809651,2112377.65,54.5759194
2023-11-13T12:50:00+05:30,19445.2,19448.9,19440.85,19444.15,1815950,2021424.95,52.80591726
2023-11-13T12:55:00+05:30,19443.85,19445.6,19439.4,19442.35,1692709,1964847.0,51.02382404
2023-11-13T13:00:00+05:30,19442.55,19444.05,19438.3,19442.9,1160906,1868535.5,51.56173608
2023-11-13T13:05:00+05:30,19443.4,19446.8,19440.65,19442.85,1011080,1791316.9,51.50635273
2023-11-13T13:10:00+05:30,19443.05,19446.4,19438.75,19440.15,1710253,1739892.5,48.47820781
2023-11-13T13:15:00+05:30,19440.25,19441.7,19435.85,19438.0,1436632,1695993.45,46.15140202
2023-11-13T13:20:00+05:30,19437.85,19443.0,19436.05,19441.85,1318805,1620988.05,50.71334524
2023-11-13T13:25:00+05:30,19441.7,19449.95,19440.7,19448.15,1403995,1591520.7,57.11568163
2023-11-13T13:30:00+05:30,19448.1,19454.6,19447.25,19449.25,1224139,1533781.95,58.13818333
2023-11-13T13:35:00+05:30,19448.8,19451.5,19445.55,19448.85,1243594,1496771.4,57.60035622
2023-11-13T13:40:00+05:30,19448.5,19450.7,19442.7,19444.05,2480806,1558773.2,51.44959184
2023-11-13T13:45:00+05:30,19444.2,19447.7,19438.75,19444.05,1526959,1481950.55,51.44959184
2023-11-13T13:50:00+05:30,19443.6,19444.95,19437.35,19441.55,1365062,1493134.15,48.33208382
2023-11-13T13:55:00+05:30,19441.15,19449.35,19440.05,19446.4,1740130,1528098.8,54.13793221
2023-11-13T14:00:00+05:30,19446.7,19452.8,19445.25,19452.4,1195070,1506471.3,60.10973983
2023-11-13T14:05:00+05:30,19451.3,19454.9,19448.4,19454.05,1097606,1488094.75,61.59090545
2023-11-13T14:10:00+05:30,19453.45,19459.8,19451.1,19455.35,2658677,1537556.2,62.76402842
2023-11-13T14:15:00+05:30,19455.1,19457.3,19448.45,19450.65,1395112,1551522.25,56.09348687
2023-11-13T14:20:00+05:30,19450.55,19454.4,19448.85,19453.9,1449789,1536846.25,59.31359041
2023-11-13T14:25:00+05:30,19453.3,19457.7,19449.6,19454.25,1781204,1535423.9,59.65673825
2023-11-13T14:30:00+05:30,19453.6,19457.8,19451.85,19455.5,2387639,1564008.35,60.92428922
2023-11-13T14:35:00+05:30,19456.0,19460.05,19448.3,19450.1,2061838,1582464.8,53.15459902
2023-11-13T14:40:00+05:30,19450.25,19455.25,19446.75,19450.95,2148818,1631860.4,54.14589044
2023-11-13T14:45:00+05:30,19449.05,19452.7,19447.45,19450.2,2057614,1684187.1,53.07860423
2023-11-13T14:50:00+05:30,19449.8,19450.4,19445.1,19447.45,3633808,1780364.85,49.24560288
2023-11-13T14:55:00+05:30,19447.2,19454.2,19445.85,19448.35,2155363,1816301.4,50.50531849
2023-11-13T15:00:00+05:30,19449.95,19452.15,19437.1,19445.15,4632718,1981997.05,46.12203601
2023-11-13T15:05:00+05:30,19444.95,19455.05,19444.4,19452.2,4420425,2132818.55,55.32189046
2023-11-13T15:10:00+05:30,19452.0,19452.0,19439.3,19441.4,4723954,2307809.3,43.16285192
2023-11-13T15:15:00+05:30,19441.65,19444.65,19441.2,19442.6,6414267,2566342.95,44.61932559
2023-11-13T15:20:00+05:30,19442.4,19446.5,19440.6,19443.25,6362121,2760408.7,45.43497127
2023-11-13T15:25:00+05:30,19443.35,19443.95,19436.5,19440.15,4776015,2922861.5,42.23977242
2023-11-15T09:15:00+05:30,19653.35,19653.35,19579.65,19613.65,23666801,4037948.45,88.97426747
2023-11-15T09:20:00+05:30,19613.35,19620.65,19607.05,19609.65,10891090,4495496.45,87.22208109
2023-11-15T09:25:00+05:30,19609.6,19629.25,19609.6,19628.65,8843861,4877936.0,88.3915004
2023-11-15T09:30:00+05:30,19628.5,19639.95,19626.05,19629.0,7480986,5197105.0,88.41253807
2023-11-15T09:35:00+05:30,19629.5,19633.95,19623.25,19627.5,6617900,5395066.15,87.6791636
2023-11-15T09:40:00+05:30,19627.8,19630.0,19621.3,19623.8,6112936,5630957.35,85.78883269
2023-11-15T09:45:00+05:30,19624.45,19635.1,19623.15,19627.95,4571745,5787055.15,86.14952523
2023-11-15T09:50:00+05:30,19627.25,19632.6,19622.35,19624.1,4475646,5921777.25,84.01902131
2023-11-15T09:55:00+05:30,19624.85,19634.95,19622.5,19633.3,3403377,5972564.15,84.9752225
2023-11-15T10:00:00+05:30,19633.05,19637.3,19630.0,19631.8,3373743,6038159.4,84.09176132
2023-11-15T10:05:00+05:30,19631.65,19639.2,19631.15,19633.0,3145315,6087984.25,84.2329888
2023-11-15T10:10:00+05:30,19632.85,19641.7,19630.5,19630.5,4011001,6185653.6,82.58802021
2023-11-15T10:15:00+05:30,19629.55,19634.25,19628.4,19632.2,6098414,6308883.9,82.83351951
2023-11-15T10:20:00+05:30,19632.1,19633.6,19627.3,19632.25,2358783,6319054.9,82.84118245
2023-11-15T10:25:00+05:30,19632.65,19637.0,19627.7,19628.75,3502144,6262526.2,80.14425609
2023-11-15T10:30:00+05:30,19628.7,19640.2,19627.4,19638.35,2484346,6165722.25,81.88614904
2023-11-15T10:35:00+05:30,19637.95,19638.7,19627.9,19632.3,3248378,6091943.45,77.28466968
2023-11-15T10:40:00+05:30,19631.95,19635.25,19629.05,19631.65,3070057,5924732.95,76.78543066
2023-11-15T10:45:00+05:30,19631.35,19633.0,19625.2,19626.9,2004889,5706871.35,73.07073224
2023-11-15T10:50:00+05:30,19627.55,19630.8,19617.2,19619.65,7353278,5835734.5,67.68819836
2023-11-15T10:55:00+05:30,19618.2,19621.9,19615.75,19620.55,2304556,4767622.25,68.00329068
2023-11-15T11:00:00+05:30,19620.8,19630.7,19620.8,19626.45,4008330,4423484.25,70.06421248
2023-11-15T11:05:00+05:30,19626.7,19632.1,19626.55,19630.3,2501109,4106346.65,71.3605391
2023-11-15T11:10:00+05:30,19630.4,19632.15,19623.7,19623.7,2115366,3838065.65,66.07793457
2023-11-15T11:15:00+05:30,19624.2,19626.8,19621.35,19624.1,2354601,3624900.7,66.24104425
2023-11-15T11:20:00+05:30,19625.45,19627.1,19619.55,19622.9,1962305,3417369.15,65.22774956
2023-11-15T11:25:00+05:30,19623.85,19624.9,19618.1,19618.45,2018976,3289730.7,61.47238496
2023-11-15T11:30:00+05:30,19617.3,19623.4,19617.3,19620.9,2121216,3172009.2,62.74414452
2023-11-15T11:35:00+05:30,19620.25,19624.35,19619.6,19623.85,3194903,3161585.5,64.27334982
2023-11-15T11:40:00+05:30,19623.4,19624.35,19615.4,19617.4,2649994,3125398.05,58.60890626
2023-11-15T11:45:00+05:30,19617.6,19624.25,19614.35,19623.45,2095265,3072895.55,61.99248393
2023-11-15T11:50:00+05:30,19623.2,19628.05,19623.15,19626.75,2865214,3015606.2,63.73394133
2023-11-15T11:55:00+05:30,19626.45,19628.15,19622.55,19622.9,1569492,2789160.1,60.26467486
2023-11-15T12:00:00+05:30,19623.1,19629.05,19621.35,19627.95,2713349,2806888.4,63.10185401
2023-11-15T12:05:00+05:30,19628.25,19632.05,19627.4,19629.9,2216908,2742626.6,64.16583815
2023-11-15T12:10:00+05:30,19629.85,19632.2,19627.7,19631.65,2085409,2722679.75,65.13741753
2023-11-15T12:15:00+05:30,19631.75,19634.1,19628.95,19631.75,2331880,2676854.85,65.19548905
2023-11-15T12:20:00+05:30,19632.05,19639.55,19631.25,19636.95,3491521,2697928.05,68.16507256
2023-11-15T12:25:00+05:30,19637.1,19639.3,19635.8,19637.8,1929639,2694165.55,68.63614715
2023-11-15T12:30:00+05:30,19637.45,19638.65,19628.95,19630.65,1942063,2423604.8,60.52318599
2023-11-15T12:35:00+05:30,19630.85,19637.45,19629.45,19635.75,2835475,2450150.75,63.80922837
2023-11-15T12:40:00+05:30,19636.35,19641.2,19635.3,19636.05,2922644,2395866.45,63.99906526
2023-11-15T12:45:00+05:30,19635.95,19637.45,19631.65,19635.0,2369500,2389286.0,62.75825228
2023-11-15T12:50:00+05:30,19635.55,19637.85,19633.4,19635.5,1866591,2376847.25,63.12488521
2023-11-15T12:55:00+05:30,19635.35,19638.15,19633.65,19635.35,1620464,2340140.4,62.92474754
2023-11-15T13:00:00+05:30,19634.8,19642.0,19634.4,19634.8,3459654,2415007.85,62.14670657
2023-11-15T13:05:00+05:30,19634.25,19639.25,19634.1,19638.35,1567899,2392454.0,65.14259975
2023-11-15T13:10:00+05:30,19639.4,19654.7,19637.55,19651.6,5788914,2575838.9,73.55527194
2023-11-15T13:15:00+05:30,19651.95,19657.5,19651.3,19654.65,2096660,2520926.75,75.0481047
2023-11-15T13:20:00+05:30,19654.75,19662.8,19653.2,19659.65,1793064,2478080.25,77.30947386
2023-11-15T13:25:00+05:30,19659.35,19673.65,19651.8,19671.2,2569848,2501809.4,81.4840359
2023-11-15T13:30:00+05:30,19671.7,19671.85,19664.85,19670.4,2549420,2486019.7,80.38094289
2023-11-15T13:35:00+05:30,19669.95,19671.2,19660.45,19661.45,3094456,2562267.9,69.10915251
2023-11-15T13:40:00+05:30,19663.9,19667.55,19659.6,19661.9,2449836,2549092.25,69.34193947
2023-11-15T13:45:00+05:30,19662.1,19663.2,19656.55,19657.85,1802390,2528366.35,64.62200018
2023-11-15T13:50:00+05:30,19658.15,19663.65,19657.15,19661.05,2442747,2546233.25,66.55887244
2023-11-15T13:55:00+05:30,19661.35,19663.15,19656.5,19657.25,2955361,2577407.3,62.20372935
2023-11-15T14:00:00+05:30,19657.4,19667.85,19656.3,19665.4,2378995,2521781.0,67.16598525
2023-11-15T14:05:00+05:30,19665.25,19667.45,19661.0,19661.0,2640629,2557330.5,62.40263124
2023-11-15T14:10:00+05:30,19660.85,19666.55,19650.9,19659.0,4303120,2675383.35,60.30896547
2023-11-15T14:15:00+05:30,19658.75,19664.45,19657.1,19659.0,3369175,2702068.35,60.30896547
2023-11-15T14:20:00+05:30,19658.65,19662.4,19654.75,19658.55,3190473,2715459.8,59.78554282
2023-11-15T14:25:00+05:30,19656.8,19661.1,19656.0,19658.7,4747815,2834375.55,59.91044365
2023-11-15T14:30:00+05:30,19659.45,19668.85,19657.45,19666.25,3321210,2907106.5,65.68714973
2023-11-15T14:35:00+05:30,19667.15,19677.75,19665.6,19675.1,3045645,2978365.55,70.96803214
2023-11-15T14:40:00+05:30,19675.25,19675.45,19665.2,19668.9,2894705,2950118.1,63.58495856
2023-11-15T14:45:00+05:30,19668.4,19670.6,19660.0,19661.4,2903833,3016914.8,55.99594591
2023-11-15T14:50:00+05:30,19661.45,19662.1,19656.0,19657.65,3206334,2887785.8,52.61458358
2023-11-15T14:55:00+05:30,19657.95,19661.1,19645.15,19646.25,3175886,2941747.1,43.92990658
2023-11-15T15:00:00+05:30,19643.7,19670.4,19643.7,19666.65,6482018,3176194.8,57.46128168
2023-11-15T15:05:00+05:30,19666.25,19672.0,19664.2,19671.7,7058320,3400618.4,60.03263672
2023-11-15T15:10:00+05:30,19671.8,19677.4,19669.6,19677.4,6736212,3609958.0,62.76827672
2023-11-15T15:15:00+05:30,19676.95,19682.2,19672.55,19681.85,8687335,3889601.95,64.79426399
2023-11-15T15:20:00+05:30,19681.5,19690.95,19681.25,19689.5,7923733,4163296.8,68.01635389
2023-11-15T15:25:00+05:30,19689.6,19693.2,19671.6,19676.8,5923978,4369376.2,58.45209589
2023-11-16T09:15:00+05:30,19678.75,19678.75,19634.75,19635.45,13470745,4920776.1,39.14935374
2023-11-16T09:20:00+05:30,19636.6,19643.1,19627.0,19641.05,7214853,5133750.7,41.94545161
2023-11-16T09:25:00+05:30,19641.2,19646.75,19633.1,19642.25,6242433,5326922.6,42.55459616
2023-11-16T09:30:00+05:30,19642.3,19647.85,19639.4,19643.15,4946615,5442221.9,43.03734395
2023-11-16T09:35:00+05:30,19643.75,19685.95,19638.25,19682.6,6393498,5546740.8,59.21604162
2023-11-16T09:40:00+05:30,19684.05,19700.3,19681.65,19696.6,5560996,5656331.85,63.20954618
2023-11-16T09:45:00+05:30,19697.7,19710.65,19693.75,19699.95,4880610,5740838.7,64.11502626
2023-11-16T09:50:00+05:30,19700.4,19703.05,19693.0,19694.85,4055573,5706226.6,61.62826691
2023-11-16T09:55:00+05:30,19693.25,19698.0,19690.3,19694.3,4181514,5749241.8,61.35190436
2023-11-16T10:00:00+05:30,19694.85,19695.6,19685.25,19695.15,3263663,5760142.7,61.63821596
2023-11-16T10:05:00+05:30,19696.65,19720.4,19696.05,19717.4,3635866,5797200.75,68.26553396
2023-11-16T10:10:00+05:30,19717.7,19719.05,19712.2,19713.75,2988142,5801416.2,66.24376487
2023-11-16T10:15:00+05:30,19715.55,19728.5,19713.65,19721.3,3129067,5797552.85,68.3329478
2023-11-16T10:20:00+05:30,19721.65,19721.95,19716.45,19720.7,3450169,5811267.0,67.97291065
