time,open,high,low,close,Volume,Volume MA,RSI,RSI-based MA
2023-10-13T11:10:00+05:30,19678.85,19682.05,19677.4,19678.85,1797248,3141521.75,28.32145422,26.30919215
2023-10-13T11:15:00+05:30,19678.35,19688.5,19675.6,19687.2,1983257,3058665.1,36.18258165,27.11085222
2023-10-13T11:20:00+05:30,19687.65,19690.2,19686.1,19688.95,1531999,2971607.3,37.72411115,28.10180145
2023-10-13T11:25:00+05:30,19689.35,19696.5,19688.5,19693.35,2052027,2870038.8,41.54722355,29.43894261
2023-10-13T11:30:00+05:30,19694.35,19695.25,19686.65,19692.45,2235655,2603730.95,40.99287864,30.74812631
2023-10-13T11:35:00+05:30,19693.9,19700.9,19692.15,19696.4,1464231,2515944.05,44.49331827,32.34468191
2023-10-13T11:40:00+05:30,19698.9,19699,19691.85,19693.6,1803273,2434354.1,42.56568926,33.13136201
2023-10-13T11:45:00+05:30,19695.5,19700.3,19691.35,19693.5,1542717,2343825,42.4948797,33.97647173
2023-10-13T11:50:00+05:30,19694.35,19702.65,19690.35,19698.6,1856368,2323267.6,47.30906709,35.37414914
2023-10-13T11:55:00+05:30,19700.95,19701.55,19692.7,19692.7,1386840,2235931.85,42.84078658,36.60938653
2023-10-13T12:00:00+05:30,19694.7,19698.25,19692.1,19695.3,1314463,2193366.3,45.29292812,38.0631303
2023-10-13T12:05:00+05:30,19697.5,19698.3,19681.65,19683.4,1534224,2134365.9,37.38722021,38.83926085
2023-10-13T12:10:00+05:30,19686.55,19687.6,19681.25,19683.2,1607195,2083975.2,37.26947822,39.4998223
2023-10-13T12:15:00+05:30,19685.5,19690.75,19682.9,19687.5,1436274,1995518.7,41.53275925,40.42531257
2023-10-13T12:20:00+05:30,19690.15,19706.85,19688.15,19704,1683661,1909529.15,54.35256889,42.2846779
2023-10-13T12:25:00+05:30,19706.35,19712.3,19703.45,19709.7,2054609,1915430.1,57.79531676,43.82844469
2023-10-13T12:30:00+05:30,19710.35,19711.7,19705.2,19708.8,1791934,1901266.95,57.06350454,45.20982993
2023-10-13T12:35:00+05:30,19711.45,19715.2,19708,19711.75,1521392,1849861.9,58.90049859,46.44934958
2023-10-13T12:40:00+05:30,19713.8,19721.95,19711.5,19718.85,2009188,1766782.7,63.00316957,48.02151322
2023-10-13T12:45:00+05:30,19720.5,19722.55,19714.9,19715.05,1699264,1715290.95,59.57543421,49.09880721
2023-10-13T12:50:00+05:30,19716.7,19721.95,19713.05,19714.65,1459975,1698427.3,59.21025764,50.28770496
2023-10-13T12:55:00+05:30,19716.6,19721.4,19714.55,19719.9,2357992,1717164.05,62.46251472,51.7139646
2023-10-13T13:00:00+05:30,19721.8,19730.55,19720.15,19729.45,1792742,1730201.2,67.53355838,53.15857112
2023-10-13T13:05:00+05:30,19730.9,19743.5,19730.65,19738.55,2371497,1746174.7,71.48638015,55.20468495
2023-10-13T13:10:00+05:30,19740.5,19749.25,19738.1,19743.95,4168248,1842804.35,73.54474143,57.22267161
2023-10-13T13:15:00+05:30,19746.1,19750.35,19739.95,19745.45,3317439,1935464.75,74.10396404,59.84529617
2023-10-13T13:20:00+05:30,19747.4,19750.1,19734.9,19739.8,3006443,1995623.25,68.25164858,62.05830834
2023-10-13T13:25:00+05:30,19741.15,19741.7,19729.8,19732.25,4603818,2148678.3,61.2864437,63.4692858
2023-10-13T13:30:00+05:30,19735.25,19756.55,19733.25,19755.45,3598684,2235794.1,71.05987171,64.66266457
2023-10-13T13:35:00+05:30,19755.75,19758.3,19747.55,19748.55,2928912,2312897.7,65.74387235,65.23041854
2023-10-13T13:40:00+05:30,19750.3,19752.05,19739.65,19749.85,2863582,2390353.65,66.25606713,65.88703016
2023-10-13T13:45:00+05:30,19751.75,19754.05,19743.6,19744.6,2459941,2436639.5,62.21065926,66.12347021
2023-10-13T13:50:00+05:30,19746.65,19761.05,19745.25,19750.25,3085836,2510571.55,64.70804811,66.24524724
2023-10-13T13:55:00+05:30,19752.9,19755.2,19748.55,19749.95,2704789,2573997.3,64.46443843,66.59446183
2023-10-13T14:00:00+05:30,19752.45,19763.95,19751.5,19759.8,5181441,2748886.3,68.63912671,67.26795248
2023-10-13T14:05:00+05:30,19762.45,19781.6,19760.05,19776.65,5877059,2940008.8,74.21883788,68.10768985
2023-10-13T14:10:00+05:30,19780,19784.6,19767.5,19776.6,4148914,3057857.8,74.17666379,68.58219738
2023-10-13T14:15:00+05:30,19779.7,19795.5,19779.15,19791.15,3838721,3173724.25,78.08010499,69.05317772
2023-10-13T14:20:00+05:30,19795.35,19805.4,19789.55,19798.5,3357668,3241148.25,79.74567218,69.49610135
2023-10-13T14:25:00+05:30,19801.6,19803.5,19791.25,19798.85,3763898,3344379.95,79.82428944,69.90469602
2023-10-13T14:30:00+05:30,19801.9,19803.75,19788.1,19791.8,3329735,3437867.95,73.6251418,70.28851696
2023-10-13T14:35:00+05:30,19792.05,19795.65,19783.25,19785.6,4428273,3541382,68.58099243,70.80955616
2023-10-13T14:40:00+05:30,19787.55,19790.55,19778.45,19778.45,4065997,3655044.75,63.20324721,70.24836869
2023-10-13T14:45:00+05:30,19782.5,19782.5,19763.75,19768.15,5494024,3811171.1,56.34845442,69.57726741
2023-10-13T14:50:00+05:30,19768.25,19772.15,19762.65,19764.6,3422800,3773898.7,54.16787191,68.7138249
2023-10-13T14:55:00+05:30,19767.35,19768.3,19756.85,19761.75,4124801,3814266.8,52.41422999,68.01407995
2023-10-13T15:00:00+05:30,19762.15,19766.85,19759.75,19766.2,4798959,3903892.6,54.87094735,67.31142989
2023-10-13T15:05:00+05:30,19766.65,19766.75,19751.45,19756.85,5685292,3957966.3,49.13144883,66.21621635
2023-10-13T15:10:00+05:30,19758.2,19760.4,19745.65,19755.6,5766370,4066350.6,48.40252427,64.77074475
2023-10-13T15:15:00+05:30,19755.55,19756.1,19747.55,19751.45,8187177,4329263.85,45.96433848,62.75256622
2023-10-13T15:20:00+05:30,19751.4,19754,19739.3,19750.15,7374139,4554791.7,45.19630238,60.68254041
2023-10-13T15:25:00+05:30,19747.9,19747.9,19729.35,19733.75,6083467,4735968,36.83448942,57.73642501
2023-10-16T09:15:00+05:30,19743.25,19743.4,19702.2,19704.6,10500422,5106697.3,27.20135736,53.98325966
2023-10-16T09:20:00+05:30,19703.95,19719.15,19691.85,19714,5537226,5248319.15,33.26252901,50.65741963
2023-10-16T09:25:00+05:30,19714.05,19727.05,19706.85,19721.8,5319964,5255245.3,37.88407907,48.10448658
2023-10-16T09:30:00+05:30,19719.95,19724.7,19697.7,19697.7,4089445,5165864.6,30.78948615,45.40509328
2023-10-16T09:35:00+05:30,19697.8,19720.75,19694.75,19720.75,3628594,5139848.6,41.98079953,43.88920416
2023-10-16T09:40:00+05:30,19720.6,19720.9,19705.55,19715.3,3096106,5102717.85,40.32065162,42.7443611
2023-10-16T09:45:00+05:30,19715.5,19729.5,19710.55,19716.95,3065605,5088114.7,41.08032783,41.80953652
2023-10-16T09:50:00+05:30,19717.7,19736.85,19717.4,19731.65,2868329,5043336.25,47.49300909,41.45802074
2023-10-16T09:55:00+05:30,19731.7,19738.5,19725.85,19730.05,2296562,4991677.6,46.89474785,40.88829221
2023-10-16T10:00:00+05:30,19730.2,19734.65,19724.55,19730.85,2844523,4912490.1,47.25252905,40.75408365
2023-10-16T10:05:00+05:30,19731.3,19751.55,19728.05,19749.5,2443589,4831369.7,54.88363781,41.21702033
2023-10-16T10:10:00+05:30,19750.1,19754.5,19746.35,19749.3,2696209,4691478.95,54.79209173,41.84757414
2023-10-16T10:15:00+05:30,19750,19767.8,19749.35,19752.75,2106495,4625663.7,56.15081843,42.63003957
2023-10-16T10:20:00+05:30,19752.4,19757.2,19739.1,19754.35,3123754,4575611.35,56.79929473,44.05609709
2023-10-16T10:25:00+05:30,19754.8,19757.7,19747.15,19753.65,7249035,4698115.15,56.40626743,46.1421621
2023-10-16T10:30:00+05:30,19753.45,19761.45,19752.15,19756.5,7675145,4797607.8,57.68994188,47.8869773
2023-10-16T10:35:00+05:30,19756.8,19761.3,19752.15,19754.1,1510011,4584789.85,56.18943978,49.19450307
2023-10-16T10:40:00+05:30,19754.05,19765.95,19751.9,19764.95,2475396,4299200.8,61.11365285,51.36051497
2023-10-16T10:45:00+05:30,19764.3,19766.5,19755.45,19755.45,1779695,4019478.6,55.25731212,52.3088373
2023-10-16T10:50:00+05:30,19755.3,19757.25,19751.25,19755.45,2177744,3824192.45,55.25731212,53.37574162
2023-10-16T10:55:00+05:30,19756,19756.4,19742.9,19750,1847894,3391566.05,51.9454097,54.1518189
2023-10-16T11:00:00+05:30,19750.15,19754.85,19749.7,19754.2,1753647,3202387.1,54.22248535,54.63249577
2023-10-16T11:05:00+05:30,19754.3,19763.85,19748.35,19750.3,1596152,3016196.5,51.76938354,54.98068404
2023-10-16T11:10:00+05:30,19749.05,19752,19726.25,19742.45,2463819,2934915.2,47.14589513,54.97306733
2023-10-16T11:15:00+05:30,19742.35,19742.35,19731.3,19741.25,1451804,2826075.7,46.46277328,54.37157701
2023-10-16T11:20:00+05:30,19741.45,19750,19738.1,19745.25,2062181,2774379.45,49.10976266,53.96569636
2023-10-16T11:25:00+05:30,19745.45,19749.7,19743.7,19748.35,1703126,2706255.5,51.1265304,53.60681864
2023-10-16T11:30:00+05:30,19749,19759.75,19747.75,19758.75,2114763,2668577.2,57.24773464,53.63885006
2023-10-16T11:35:00+05:30,19759.25,19762.75,19751.45,19762.75,1697921,2638645.15,59.35621325,53.84956048
2023-10-16T11:40:00+05:30,19762.7,19775.8,19755.65,19773.25,2394980,2616168,64.32939703,54.32380728
2023-10-16T11:45:00+05:30,19773.35,19780.8,19768.65,19771.4,2353242,2611650.65,62.86974559,54.80097198
2023-10-16T11:50:00+05:30,19771.05,19771.55,19765.05,19765.05,1905035,2572091.95,58.00467281,54.57890197
2023-10-16T11:55:00+05:30,19765.15,19768.25,19759.85,19766.7,1373904,2535462.4,58.8947744,54.83872071
2023-10-16T12:00:00+05:30,19766.35,19773.15,19757.55,19760.35,2063350,2482442.2,54.1389793,54.75883979
2023-10-16T12:05:00+05:30,19760,19768.7,19757.3,19767.4,1557027,2197841.8,58.1769414,55.2039492
2023-10-16T12:10:00+05:30,19767.8,19768.75,19760.5,19762,1454254,1886797.25,54.23772945,55.20503806
2023-10-16T12:15:00+05:30,19761.05,19762.45,19755.5,19759.45,1459247,1884259.05,52.43226804,55.25238696
2023-10-16T12:20:00+05:30,19760,19767.3,19758.5,19765.75,2160229,1868500.7,56.30242926,55.90642511
2023-10-16T12:25:00+05:30,19765.9,19770.35,19765.35,19766.5,1947472,1876889.55,56.75352911,56.6414791
2023-10-16T12:30:00+05:30,19766.85,19772.9,19765.8,19771.25,1376752,1836839.95,59.59820676,57.39065368
2023-10-16T12:35:00+05:30,19772.4,19774.65,19766.8,19768.4,2042568,1846573.65,57.16838593,57.82221478
2023-10-16T12:40:00+05:30,19768.95,19769.85,19757.15,19764.65,1787351,1848258.85,54.0460739,57.59352473
2023-10-16T12:45:00+05:30,19765.25,19771.8,19765.25,19769.75,1346765,1835789.5,57.44973443,57.45734767
2023-10-16T12:50:00+05:30,19770.2,19775.45,19765.9,19773.55,1121207,1768658.9,59.8367257,57.13644258
2023-10-16T12:55:00+05:30,19774,19777.75,19765.35,19770.05,1373098,1764723.6,56.68267944,56.69450928
2023-10-16T13:00:00+05:30,19770.7,19781.3,19769.35,19769.65,2194111,1771320.1,56.31732124,56.57398417
2023-10-16T13:05:00+05:30,19770.1,19773.45,19762.2,19764.4,1301207,1751224.15,51.61484004,56.05398886
2023-10-16T13:10:00+05:30,19763.85,19767.65,19751.65,19754.7,1451841,1718078.05,44.26115631,55.34843007
2023-10-16T13:15:00+05:30,19753.7,19761.7,19744.4,19745.7,1899604,1728162.2,38.74539,53.96046212
2023-10-16T13:20:00+05:30,19745.4,19758.65,19744.45,19748.55,1508515,1683838.95,41.24247668,53.03222977
2023-10-16T13:25:00+05:30,19749.3,19760.1,19746.9,19759.7,1375274,1634940.55,49.85511431,52.84814737
2023-10-16T13:30:00+05:30,19758.95,19761.75,19748.9,19757,1605975,1619987.55,48.01957135,52.25651466
2023-10-16T13:35:00+05:30,19756.7,19771.95,19756.7,19764.4,1713731,1636978.9,53.11458381,51.99658999
2023-10-16T13:40:00+05:30,19765.45,19767.85,19761.35,19761.95,1205339,1594078.35,51.32100847,51.40536154
2023-10-16T13:45:00+05:30,19761.65,19763.75,19755.65,19758.35,1204002,1576427.1,48.7177678,50.80174596
2023-10-16T13:50:00+05:30,19757.9,19762,19757.05,19758.45,986824,1553055.6,48.79546578,50.42670253
2023-10-16T13:55:00+05:30,19758.35,19770.05,19758,19766.75,1220734,1541129.95,54.90284321,50.24478172
2023-10-16T14:00:00+05:30,19767,19771.75,19761.05,19762.4,1307238,1498480.4,51.4399229,49.6450101
2023-10-16T14:05:00+05:30,19762.8,19766.75,19753.5,19754.05,1090048,1455609.2,45.50652788,48.84671356
2023-10-16T14:10:00+05:30,19753.9,19761.2,19752.5,19754.2,1119183,1442730.75,45.62785806,48.08318047
2023-10-16T14:15:00+05:30,19754.45,19764.7,19747.65,19762.35,1580677,1419636.2,51.89495026,48.10318834
2023-10-16T14:20:00+05:30,19762.6,19768.9,19760.4,19765.6,1285905,1394563.9,54.16381468,48.81052108
2023-10-16T14:25:00+05:30,19766,19769.15,19760.2,19764.4,1555873,1405019.3,53.16671118,49.84061545
2023-10-16T14:30:00+05:30,19763.75,19771.5,19755.05,19755.7,1850975,1441507.7,46.48528485,50.21510175
2023-10-16T14:35:00+05:30,19755.85,19767.4,19755.6,19762.75,1495105,1447608.05,51.77416462,50.35217677
2023-10-16T14:40:00+05:30,19762.65,19766.3,19757.65,19757.65,1453947,1410599.85,48.07284932,50.35598234
2023-10-16T14:45:00+05:30,19758,19766.55,19757.2,19759.45,1485651,1419822.05,49.44651514,50.09397744
2023-10-16T14:50:00+05:30,19761.6,19761.7,19753.3,19753.85,1473622,1420911.1,45.4208124,49.67253486
2023-10-16T14:55:00+05:30,19754.05,19757.7,19749.3,19749.3,2037553,1427808.55,42.40028458,49.22128606
2023-10-16T15:00:00+05:30,19749.1,19760.15,19735.7,19736.5,3292293,1516997.45,35.29032876,48.25663342
2023-10-16T15:05:00+05:30,19737.4,19746.7,19732.15,19740.55,3393633,1617915.4,38.78788917,47.10556527
2023-10-16T15:10:00+05:30,19741.65,19744.6,19730.45,19730.45,3331303,1704181.8,33.87115161,45.85065304
2023-10-16T15:15:00+05:30,19730.85,19731.45,19723.25,19723.45,5033871,1870188.8,30.9435476,44.81044016
2023-10-16T15:20:00+05:30,19723.6,19726.3,19718.8,19725.35,5186059,2069224.8,32.64527764,43.88311299
2023-10-16T15:25:00+05:30,19724.9,19731.8,19719.1,19730.95,4265683,2222308.85,37.53143074,42.85714731
2023-10-17T09:15:00+05:30,19849.75,19849.75,19811.8,19815.6,9169993,2631467.3,71.35685813,44.08522184
2023-10-17T09:20:00+05:30,19815.4,19826.7,19809.75,19819.95,5261001,2833480.65,72.19020629,45.44404292
2023-10-17T09:25:00+05:30,19820.75,19825.4,19812.65,19817.85,4402404,2988238.95,71.1145366,47.20327519
2023-10-17T09:30:00+05:30,19818.35,19824.4,19815.7,19818.6,3674638,3117468.45,71.2791347,48.59648734
2023-10-17T09:35:00+05:30,19819.6,19827.75,19814.65,19819.2,3471903,3235104.45,71.41944541,50.26410134
2023-10-17T09:40:00+05:30,19819.3,19829.85,19817.65,19827,4666128,3389377,73.24906296,51.96428333
2023-10-17T09:45:00+05:30,19827.4,19834.3,19826.8,19828.05,3595517,3504857.6,73.49504091,53.96958537
2023-10-17T09:50:00+05:30,19827.9,19833.55,19823.65,19831.65,2748734,3564500.65,74.36536733,56.25280556
2023-10-17T09:55:00+05:30,19831.75,19836.5,19827.55,19831.35,2281650,3586034.4,74.14686742,59.02827261
2023-10-17T10:00:00+05:30,19831.2,19835.05,19828,19833.35,2554957,3639027,74.68096561,61.59206378
2023-10-17T10:05:00+05:30,19833.1,19834.3,19818.95,19821.25,2318020,3682230.65,65.82135179,63.87422094
2023-10-17T10:10:00+05:30,19821.45,19826.05,19816.85,19821.35,2665148,3741205.5,65.85740141,66.36806764
2023-10-17T10:15:00+05:30,19821.75,19830.7,19820.65,19826.4,2440435,3789546.15,67.7096315,68.87266434
2023-10-17T10:20:00+05:30,19825.65,19826.9,19819.2,19825,1323083,3753822.65,66.63045499,70.95116608
2023-10-17T10:25:00+05:30,19824.6,19826.05,19814.8,19817.6,1703647,3674390.35,61.08818569,70.21768947
2023-10-17T10:30:00+05:30,19817.55,19825.8,19814.5,19823.8,2829561,3646186.75,63.80469815,69.6187246
2023-10-17T10:35:00+05:30,19824.2,19839.25,19823.75,19837.15,2062439,3582743.55,68.84775466,69.45681161
2023-10-17T10:40:00+05:30,19837.45,19840.4,19831.5,19832.9,1823257,3422212.85,65.70898988,69.05894412
2023-10-17T10:45:00+05:30,19833.15,19837.55,19830.4,19833.55,1520243,3238922.05,65.96455965,68.66930942
2023-10-17T10:50:00+05:30,19833.95,19840,19833.2,19837.95,1775380,3114406.9,67.71846968,68.27426705
2023-10-17T10:55:00+05:30,19838.5,19841.5,19830.35,19830.6,1154999,2713657.2,61.97333574,67.45128811
2023-10-17T11:00:00+05:30,19830.8,19832.1,19825.05,19826.1,2200174,2560615.85,58.69034582,66.33164371
2023-10-17T11:05:00+05:30,19826.55,19828.4,19824.25,19825.7,1843777,2432684.5,58.3942265,65.20645508
2023-10-17T11:10:00+05:30,19825.85,19834.55,19825.3,19834.55,1561247,2327014.95,62.85920376,64.36204352
2023-10-17T11:15:00+05:30,19834,19835.95,19830.45,19835.15,1595585,2233199.05,63.1479524,64.17108642
2023-10-17T11:20:00+05:30,19835.25,19836.2,19826.9,19834.45,1672303,2083507.8,62.53709769,63.93392187
2023-10-17T11:25:00+05:30,19834.7,19835.8,19829.1,19830.25,1349583,1971211.1,58.85816931,63.30167457
2023-10-17T11:30:00+05:30,19829.85,19831.35,19825.3,19829,1422609,1904904.85,57.76892992,62.66870849
2023-10-17T11:35:00+05:30,19829.25,19834.6,19827.45,19834.5,1484251,1865034.9,61.17364353,62.67481262
2023-10-17T11:40:00+05:30,19834.55,19834.55,19827.35,19829.6,2525227,1863548.4,56.78152898,62.17315768
2023-10-17T11:45:00+05:30,19829.85,19834.45,19825.9,19826.55,2381640,1866729.4,54.17423192,61.12504891
2023-10-17T11:50:00+05:30,19826.35,19828.55,19821,19826.35,1861960,1826570,53.99913236,60.28863052
2023-10-17T11:55:00+05:30,19826.45,19830.4,19824.6,19828.8,2519790,1830537.75,55.88037526,59.56833164
2023-10-17T12:00:00+05:30,19829.25,19832.1,19824.5,19831.1,3000750,1914421.1,57.6320859,58.84787565
2023-10-17T12:05:00+05:30,19830.6,19834.1,19829,19831.6,1680710,1913274.25,58.02227605,58.5656571
2023-10-17T12:10:00+05:30,19831.95,19834.55,19828.95,19833.65,1721377,1857865.05,59.6625493,58.63510021
2023-10-17T12:15:00+05:30,19833,19834.5,19829.15,19830.35,1917682,1850627.2,55.87743874,58.45532965
2023-10-17T12:20:00+05:30,19830,19833.7,19827.05,19828.5,1636908,1841309.75,53.81618187,57.80939952
2023-10-17T12:25:00+05:30,19828.3,19830.25,19825.35,19827.5,2170321,1873813.65,52.68483902,57.06203428
2023-10-17T12:30:00+05:30,19826.8,19829.15,19823.65,19828.4,1611604,1865624.85,53.62965851,56.42578862
2023-10-17T12:35:00+05:30,19828.45,19839.95,19828.2,19839.9,1669578,1891353.8,63.62488987,56.76626866
2023-10-17T12:40:00+05:30,19839.55,19843.1,19836.1,19843.1,1845596,1873624.9,65.83192808,57.3421971
2023-10-17T12:45:00+05:30,19842.05,19844.5,19838.6,19843.85,1403756,1851623.85,66.34730078,57.71174405
2023-10-17T12:50:00+05:30,19843.4,19846.65,19840.15,19845.75,1857781,1866450.55,67.6774006,58.49002059
2023-10-17T12:55:00+05:30,19845.6,19848,19838.9,19843.2,1490864,1861214.5,64.02016942,59.19330184
2023-10-17T13:00:00+05:30,19842.65,19844.6,19834.35,19837.7,2071959,1881197.3,56.88048193,59.39911252
2023-10-17T13:05:00+05:30,19836.75,19838.3,19832.9,19837.2,1552460,1891341.15,56.26615211,59.42666801
2023-10-17T13:10:00+05:30,19836.4,19843.9,19835.85,19841.6,1302252,1885323.3,60.32686434,59.61915219
2023-10-17T13:15:00+05:30,19841.25,19842.9,19837.55,19840.4,1358461,1879033.8,58.72537671,59.66937366
2023-10-17T13:20:00+05:30,19840.1,19848.05,19839.6,19846,1379777,1821761.3,63.58383529,59.94946552
2023-10-17T13:25:00+05:30,19845.7,19847.8,19840,19840.9,1794023,1792380.45,57.0030148,60.02986381
2023-10-17T13:30:00+05:30,19840.15,19843.05,19834.25,19838.5,2141096,1806337.25,54.16212264,60.05457386
2023-10-17T13:35:00+05:30,19837.85,19839.55,19817.3,19817.5,2452312,1802963.35,36.854425,58.92383001
2023-10-17T13:40:00+05:30,19817.2,19829.1,19815.75,19825.85,2327572,1769304.45,44.45490778,58.26849067
2023-10-17T13:45:00+05:30,19825.8,19829.65,19821.2,19826.6,1749103,1772724.1,45.09416586,56.94486752
2023-10-17T13:50:00+05:30,19826.45,19829.7,19819.4,19825.35,2017874,1787548.95,44.1815152,55.39840946
2023-10-17T13:55:00+05:30,19825.2,19825.9,19816.6,19817.4,2022702,1792799.95,38.8026855,53.43093694
2023-10-17T14:00:00+05:30,19817.55,19819,19804.65,19805.95,2037562,1812832.65,32.63939868,50.92822252
2023-10-17T14:05:00+05:30,19806.05,19814.35,19797.45,19798.5,1818469,1795240.05,29.37052747,48.45324809
2023-10-17T14:10:00+05:30,19798.4,19799.55,19775.65,19782.3,2954540,1862386.85,23.79085052,46.08970299
2023-10-17T14:15:00+05:30,19781.6,19798.25,19779.65,19794.5,1912414,1874528.65,33.96505839,44.49676773
2023-10-17T14:20:00+05:30,19795.05,19803.35,19792.25,19792.85,1580823,1861290,33.31721361,42.56750696
2023-10-17T14:25:00+05:30,19792.95,19793.35,19786.6,19789.05,2594581,1920831.25,31.81227872,40.64514282
2023-10-17T14:30:00+05:30,19789.1,19801.1,19788.3,19792.15,2325121,1944198.25,34.41493474,38.56164992
2023-10-17T14:35:00+05:30,19792.45,19794.85,19787.75,19792.25,1739080,1956609.05,34.50178339,36.95441911
2023-10-17T14:40:00+05:30,19792.8,19796.85,19790.95,19794.05,1480717,1927046.95,36.14100391,35.66719634
2023-10-17T14:45:00+05:30,19794.35,19795.35,19786.1,19792.3,2398436,1969345.75,35.21816715,35.55032078
2023-10-17T14:50:00+05:30,19793.15,19801,19792.15,19795.2,2707875,2039626.9,38.04155047,35.09222383
2023-10-17T14:55:00+05:30,19794.95,19797.05,19792.75,19796.2,2198389,2081623.3,39.02835518,34.65895164
2023-10-17T15:00:00+05:30,19796.1,19805.2,19794.9,19805.2,3938949,2209581.9,47.18180524,34.87325807
2023-10-17T15:05:00+05:30,19805.7,19819.05,19805.7,19818.9,4983685,2369065,56.67863007,36.15011125
2023-10-17T15:10:00+05:30,19819.1,19821.75,19810.15,19810.4,4666037,2495312.05,50.59971612,37.43299107
2023-10-17T15:15:00+05:30,19810.1,19812.3,19806.75,19809.75,5503032,2647848.05,50.15670486,38.91771803
2023-10-17T15:20:00+05:30,19809.3,19818.25,19804.8,19818.25,5797952,2821367.05,55.62772855,41.19178074
2023-10-17T15:25:00+05:30,19817.3,19823.35,19813.5,19818.35,5095571,2988690.45,55.68935054,42.7435159
2023-10-18T09:15:00+05:30,19824.45,19824.45,19779.65,19787.5,8311345,3303364,38.10722885,43.08565984
2023-10-18T09:20:00+05:30,19786.3,19795.1,19774.8,19791.7,4511780,3427817.9,40.84543534,43.73088531
2023-10-18T09:25:00+05:30,19791.3,19794.5,19785,19791.2,4528431,3552361.35,40.61506909,44.17375205
2023-10-18T09:30:00+05:30,19792.45,19797.15,19786.5,19796.55,3050836,3613979.7,44.23895642,44.86926441
2023-10-18T09:35:00+05:30,19796.45,19810.45,19795.95,19806.05,4296968,3681101.1,50.06601237,45.86390787
2023-10-18T09:40:00+05:30,19806.55,19818.9,19805.6,19816.25,3547826,3762871.7,55.44915061,47.30897812
2023-10-18T09:45:00+05:30,19817.15,19821.95,19802.3,19810.65,3431499,3855405.5,52.12660276,48.31505328
2023-10-18T09:50:00+05:30,19810.55,19812.9,19804,19804.85,3024616,3876907.25,48.86100005,49.01738506
2023-10-18T09:55:00+05:30,19804.45,19814.2,19804.2,19813.65,1918700,3856586.2,53.60965774,49.47651738
2023-10-18T10:00:00+05:30,19813.35,19827.1,19812.55,19826.35,2155441,3877404.25,59.46031592,49.67520923
2023-10-18T10:05:00+05:30,19827.45,19840.95,19824.45,19836.1,2418879,3924312.35,63.28827686,50.581535
2023-10-18T10:10:00+05:30,19836.55,19837.25,19827.7,19832.7,1638636,3886322.35,61.12089311,51.3646913
2023-10-18T10:15:00+05:30,19833.3,19836.25,19827.4,19828.5,1795104,3840683.8,58.45766091,51.56682933
